n,P_approx_2_alter(2.3.n)
1859,0.251916
1860,0.265450
1861,0.259186
1862,0.264939
1863,0.269046
1864,0.265859
1865,0.275332
1866,0.263492
1867,0.271675
1868,0.252287
1869,0.261321
1870,0.257352
1871,0.271620
1872,0.268026
1873,0.256521
1874,0.263697
1875,0.272527
1876,0.263763
1877,0.265995
1878,0.266909
1879,0.275556
1880,0.262126
1881,0.264225
1882,0.263785
1883,0.260058
1884,0.259334
1885,0.274669
1886,0.271177
1887,0.270800
1888,0.271482
1889,0.267214
1890,0.285217
1891,0.237086
1892,0.269621
1893,0.277359
1894,0.268534
1895,0.265557
1896,0.257138
1897,0.266070
1898,0.250817
1899,0.254791
1900,0.265184
1901,0.264934
1902,0.277771
1903,0.274130
1904,0.261901
1905,0.264564
1906,0.277784
1907,0.265264
1908,0.264188
1909,0.264272
1910,0.262886
1911,0.277327
1912,0.258571
1913,0.261267
1914,0.267332
1915,0.275497
1916,0.269299
1917,0.255444
1918,0.261258
1919,0.268253
1920,0.257465
1921,0.269718
1922,0.258403
1923,0.271810
1924,0.252034
1925,0.259078
1926,0.257940
1927,0.279905
1928,0.267285
1929,0.269475
1930,0.265357
1931,0.265414
1932,0.269656
1933,0.280513
1934,0.281671
1935,0.272511
1936,0.270917
1937,0.270093
1938,0.274786
1939,0.270439
1940,0.274375
1941,0.263101
1942,0.261659
1943,0.264104
1944,0.266166
1945,0.260889
1946,0.270821
1947,0.259383
1948,0.271518
1949,0.271529
1950,0.272013
1951,0.271446
1952,0.258672
1953,0.247309
1954,0.265058
1955,0.278437
1956,0.255726
1957,0.264365
1958,0.257145
1959,0.273627
1960,0.279672
1961,0.263315
1962,0.264259
1963,0.279744
1964,0.263411
1965,0.255397
1966,0.253828
1967,0.280351
1968,0.261153
1969,0.255345
1970,0.262376
1971,0.260278
1972,0.274515
1973,0.263938
1974,0.254359
1975,0.269359
1976,0.278189
1977,0.259050
1978,0.261711
1979,0.264602
1980,0.261178
1981,0.271573
1982,0.262342
1983,0.261345
1984,0.265232
1985,0.262837
1986,0.263897
1987,0.265277
1988,0.270480
1989,0.265455
1990,0.270251
1991,0.276838
1992,0.266863
1993,0.267517
1994,0.261364
1995,0.270984
1996,0.273587
1997,0.273044
1998,0.264598
1999,0.259505
2000,0.273038
2001,0.259742
2002,0.272632
2003,0.267961
2004,0.269572
2005,0.256940
2006,0.268525
2007,0.260726
2008,0.262725
2009,0.275056
2010,0.274688
2011,0.269796
2012,0.268564
2013,0.272117
2014,0.275987
2015,0.274577
2016,0.261234
2017,0.268033
2018,0.265275
2019,0.269580
2020,0.255361
2021,0.285522
2022,0.259957
2023,0.266058
2024,0.260163
2025,0.260087
2026,0.258580
2027,0.272150
2028,0.269290
2029,0.255618
2030,0.263279
2031,0.254417
2032,0.270583
2033,0.267452
2034,0.280161
2035,0.272180
2036,0.277161
2037,0.264095
2038,0.263319
2039,0.260760
2040,0.270747
2041,0.270302
2042,0.268614
2043,0.261062
2044,0.267727
2045,0.261459
2046,0.269864
2047,0.251612
2048,0.274134
2049,0.261933
2050,0.271271
2051,0.274480
2052,0.268571
2053,0.267666
2054,0.275592
2055,0.272664
2056,0.277834
2057,0.262495
2058,0.264689
2059,0.261205
2060,0.265957
2061,0.271237
2062,0.261443
2063,0.271216
2064,0.262545
2065,0.260809
2066,0.264522
2067,0.268601
2068,0.263720
2069,0.278672
2070,0.265758
2071,0.260108
2072,0.259512
2073,0.278598
2074,0.257662
2075,0.269816
2076,0.257368
2077,0.262738
2078,0.270251
2079,0.268887
2080,0.273801
2081,0.274269
2082,0.262109
2083,0.269805
2084,0.269618
2085,0.263966
2086,0.268645
2087,0.269384
2088,0.269670
2089,0.256195
2090,0.261864
2091,0.264973
2092,0.263188
2093,0.279889
2094,0.270555
2095,0.260645
2096,0.261220
2097,0.256749
2098,0.274076
2099,0.264218
2100,0.270500
2101,0.274447
2102,0.273952
2103,0.266201
2104,0.266443
2105,0.261807
2106,0.270842
2107,0.264956
2108,0.266915
2109,0.261343
2110,0.266857
2111,0.285963
2112,0.265962
2113,0.268106
2114,0.252047
2115,0.266922
2116,0.263813
2117,0.255801
2118,0.260854
2119,0.265025
2120,0.254073
2121,0.272573
2122,0.261693
2123,0.276352
2124,0.268838
2125,0.268845
2126,0.261147
2127,0.273568
2128,0.273644
2129,0.268735
2130,0.272289
2131,0.248935
2132,0.263666
2133,0.255476
2134,0.278328
2135,0.270714
2136,0.257024
2137,0.278323
2138,0.250541
2139,0.259937
2140,0.272717
2141,0.268024
2142,0.269985
2143,0.259956
2144,0.276584
2145,0.266284
2146,0.269432
2147,0.272929
2148,0.253438
2149,0.267804
2150,0.260519
2151,0.260616
2152,0.266487
2153,0.271801
2154,0.271416
2155,0.255272
2156,0.279222
2157,0.263101
2158,0.258058
2159,0.281097
2160,0.283083
2161,0.270280
2162,0.263784
2163,0.275417
2164,0.269665
2165,0.275753
2166,0.267977
2167,0.253920
2168,0.262585
2169,0.272362
2170,0.267958
2171,0.255768
2172,0.268182
2173,0.270185
2174,0.269329
2175,0.278559
2176,0.274123
2177,0.272973
2178,0.271133
2179,0.267196
2180,0.267954
2181,0.257343
2182,0.273502
2183,0.257698
2184,0.253807
2185,0.259488
2186,0.285179
2187,0.275257
2188,0.277206
2189,0.271185
2190,0.255127
2191,0.264347
2192,0.270592
2193,0.263110
2194,0.271784
2195,0.269182
2196,0.274734
2197,0.265132
2198,0.262744
2199,0.280462
2200,0.267967
2201,0.270362
2202,0.264397
2203,0.269262
2204,0.277813
2205,0.272781
2206,0.276621
2207,0.256406
2208,0.262380
2209,0.271696
2210,0.263260
2211,0.269859
2212,0.270327
2213,0.265898
2214,0.271567
2215,0.253622
2216,0.270400
2217,0.267547
2218,0.275471
2219,0.274801
2220,0.263381
2221,0.259758
2222,0.260401
2223,0.267985
2224,0.271208
2225,0.276450
2226,0.268201
2227,0.271784
2228,0.266539
2229,0.257182
2230,0.265778
2231,0.258111
2232,0.260998
2233,0.265167
2234,0.263825
2235,0.259918
2236,0.257492
2237,0.267304
2238,0.265836
2239,0.274799
2240,0.271007
2241,0.269291
2242,0.275010
2243,0.268276
2244,0.247089
2245,0.258810
2246,0.268089
2247,0.252557
2248,0.273354
2249,0.273577
2250,0.276117
2251,0.263805
2252,0.271282
2253,0.274837
2254,0.257778
2255,0.270910
2256,0.275764
2257,0.267352
2258,0.285391
2259,0.264161
2260,0.272213
2261,0.278033
2262,0.271049
2263,0.260870
2264,0.260340
2265,0.270136
2266,0.260188
2267,0.267259
2268,0.258746
2269,0.279914
2270,0.276058
2271,0.264515
2272,0.266511
2273,0.257618
2274,0.259428
2275,0.277622
2276,0.265747
2277,0.274172
2278,0.270309
2279,0.277394
2280,0.272104
2281,0.263795
2282,0.267511
2283,0.273912
2284,0.267563
2285,0.267936
2286,0.251275
2287,0.252996
2288,0.273156
2289,0.269637
2290,0.276245
2291,0.272320
2292,0.273531
2293,0.258666
2294,0.261418
2295,0.260177
2296,0.262237
2297,0.272594
2298,0.269981
2299,0.265212
2300,0.267846
2301,0.263267
2302,0.276176
2303,0.273142
2304,0.271130
2305,0.268454
2306,0.286012
2307,0.269905
2308,0.269244
2309,0.261345
2310,0.269975
2311,0.276511
2312,0.269941
2313,0.258967
2314,0.261469
2315,0.268646
2316,0.257210
2317,0.274283
2318,0.269777
2319,0.253047
2320,0.266744
2321,0.257324
2322,0.266938
2323,0.265285
2324,0.246585
2325,0.270772
2326,0.265164
2327,0.264772
2328,0.266092
2329,0.265377
2330,0.272822
2331,0.274607
2332,0.266599
2333,0.262151
2334,0.269821
2335,0.269313
2336,0.263398
2337,0.270933
2338,0.266177
2339,0.256555
2340,0.272591
2341,0.268912
2342,0.264391
2343,0.266813
2344,0.269054
2345,0.264592
2346,0.259874
2347,0.265755
2348,0.277267
2349,0.272992
2350,0.258808
2351,0.275952
2352,0.257622
2353,0.266435
2354,0.260618
2355,0.259323
2356,0.266304
2357,0.262224
2358,0.272320
2359,0.273203
2360,0.262290
2361,0.265703
2362,0.267508
2363,0.266601
2364,0.274947
2365,0.275503
2366,0.279784
2367,0.267500
2368,0.263464
2369,0.268759
2370,0.262731
2371,0.262434
2372,0.260862
2373,0.270527
2374,0.261350
2375,0.268189
2376,0.258893
2377,0.282605
2378,0.273742
2379,0.267621
2380,0.258812
2381,0.266262
2382,0.261742
2383,0.272483
2384,0.265772
2385,0.262922
2386,0.253226
2387,0.259671
2388,0.271004
2389,0.272101
2390,0.258661
2391,0.265891
2392,0.258051
2393,0.256784
2394,0.264104
2395,0.256556
2396,0.265492
2397,0.262841
2398,0.270388
2399,0.259775
2400,0.258905
2401,0.267962
2402,0.262896
2403,0.275726
2404,0.259952
2405,0.265616
2406,0.263087
2407,0.267208
2408,0.266812
2409,0.262060
2410,0.271710
2411,0.268818
2412,0.264705
2413,0.257667
2414,0.266006
2415,0.271694
2416,0.263494
2417,0.266465
2418,0.271633
2419,0.270354
2420,0.260951
2421,0.257477
2422,0.261435
2423,0.264524
2424,0.256291
2425,0.263369
2426,0.263791
2427,0.271233
2428,0.282341
2429,0.254793
2430,0.258360
2431,0.264785
2432,0.272277
2433,0.260969
2434,0.271217
2435,0.257426
2436,0.264616
2437,0.274175
2438,0.259807
2439,0.259163
2440,0.258144
2441,0.272826
2442,0.274998
2443,0.275680
2444,0.267826
2445,0.267278
2446,0.265203
2447,0.270640
2448,0.269317
2449,0.261435
2450,0.250959
2451,0.267834
2452,0.265402
2453,0.268634
2454,0.266430
2455,0.265706
2456,0.266587
2457,0.286537
2458,0.265157
2459,0.262172
2460,0.269807
2461,0.264783
2462,0.255395
2463,0.254403
2464,0.280693
2465,0.272428
2466,0.250257
2467,0.266921
2468,0.268937
2469,0.272697
2470,0.268709
2471,0.266465
2472,0.276445
2473,0.279751
2474,0.258918
2475,0.260640
2476,0.280851
2477,0.268434
2478,0.271539
2479,0.264045
2480,0.262264
2481,0.253703
2482,0.265211
2483,0.265768
2484,0.267667
2485,0.274363
2486,0.269781
2487,0.272771
2488,0.266688
2489,0.277046
2490,0.264956
2491,0.272248
2492,0.264854
2493,0.267804
2494,0.276537
2495,0.269946
2496,0.256491
2497,0.266546
2498,0.271458
2499,0.263410
2500,0.267069
2501,0.270834
2502,0.270922
2503,0.261368
2504,0.276491
2505,0.264716
2506,0.268483
2507,0.252679
2508,0.276753
2509,0.253305
2510,0.267617
2511,0.262372
2512,0.258811
2513,0.272512
2514,0.250552
2515,0.266782
2516,0.268579
2517,0.273073
2518,0.261820
2519,0.261089
2520,0.273409
2521,0.271119
2522,0.270498
2523,0.264857
2524,0.252421
2525,0.271987
2526,0.266865
2527,0.269843
2528,0.260866
2529,0.267589
2530,0.266444
2531,0.250643
2532,0.252203
2533,0.265197
2534,0.273413
2535,0.265758
2536,0.257865
2537,0.265881
2538,0.256137
2539,0.264825
2540,0.266641
2541,0.280924
2542,0.283312
2543,0.261808
2544,0.263632
2545,0.261111
2546,0.267056
2547,0.260557
2548,0.272452
2549,0.266832
2550,0.274097
2551,0.263220
2552,0.270115
2553,0.267037
2554,0.266781
2555,0.266421
2556,0.269270
2557,0.273684
2558,0.278152
2559,0.263186
2560,0.262711
2561,0.278200
2562,0.261471
2563,0.257176
2564,0.280749
2565,0.261966
2566,0.268271
2567,0.262521
2568,0.261475
2569,0.255975
2570,0.278412
2571,0.265630
2572,0.269385
2573,0.261158
2574,0.262629
2575,0.258879
2576,0.264857
2577,0.279699
2578,0.258643
2579,0.272206
2580,0.261836
2581,0.257247
2582,0.260562
2583,0.267622
2584,0.270336
2585,0.258028
2586,0.264934
2587,0.274729
2588,0.256532
2589,0.258439
2590,0.268165
2591,0.260254
2592,0.255952
2593,0.265719
2594,0.258691
2595,0.265687
2596,0.265059
2597,0.265208
2598,0.274210
2599,0.270778
2600,0.278416
2601,0.273256
2602,0.264437
2603,0.264377
2604,0.266475
2605,0.267111
2606,0.260855
2607,0.264458
2608,0.262313
2609,0.268246
2610,0.270168
2611,0.269809
2612,0.267681
2613,0.270138
2614,0.262651
2615,0.260200
2616,0.261697
2617,0.276522
2618,0.257679
2619,0.254599
2620,0.258658
2621,0.266585
2622,0.264979
2623,0.255724
2624,0.261783
2625,0.265750
2626,0.266267
2627,0.278524
2628,0.263016
2629,0.268524
2630,0.268877
2631,0.272745
2632,0.277049
2633,0.267513
2634,0.272699
2635,0.259636
2636,0.275183
2637,0.278066
2638,0.260978
2639,0.275733
2640,0.263992
2641,0.268060
2642,0.266537
2643,0.272583
2644,0.260173
2645,0.262916
2646,0.261331
2647,0.267224
2648,0.260120
2649,0.268075
2650,0.268142
2651,0.267008
2652,0.279284
2653,0.277986
2654,0.261246
2655,0.269329
2656,0.267112
2657,0.272620
2658,0.262741
2659,0.265615
2660,0.262487
2661,0.251462
2662,0.266369
2663,0.265030
2664,0.264971
2665,0.252383
2666,0.263791
2667,0.258244
2668,0.276428
2669,0.259880
2670,0.270510
2671,0.274611
2672,0.270416
2673,0.273733
2674,0.272281
2675,0.255518
2676,0.276069
2677,0.280544
2678,0.266274
2679,0.275775
2680,0.261424
2681,0.276698
2682,0.271531
2683,0.261167
2684,0.278466
2685,0.267828
2686,0.273661
2687,0.272591
2688,0.270229
2689,0.257936
2690,0.275425
2691,0.274104
2692,0.264743
2693,0.264727
2694,0.269423
2695,0.276195
2696,0.266300
2697,0.270615
2698,0.260701
2699,0.270864
2700,0.269067
2701,0.252603
2702,0.262303
2703,0.269163
2704,0.265410
2705,0.274553
2706,0.272940
2707,0.273902
2708,0.269818
2709,0.266165
2710,0.268498
2711,0.279690
2712,0.257879
2713,0.265995
2714,0.265122
2715,0.260544
2716,0.272556
2717,0.281431
2718,0.271491
2719,0.270270
2720,0.267808
2721,0.270911
2722,0.278548
2723,0.262572
2724,0.264719
2725,0.255112
2726,0.260332
2727,0.254513
2728,0.267854
2729,0.268647
2730,0.260295
2731,0.266278
2732,0.269123
2733,0.269334
2734,0.273185
2735,0.258134
2736,0.273075
2737,0.272229
2738,0.264677
2739,0.272967
2740,0.256960
2741,0.267145
2742,0.267103
2743,0.266685
2744,0.250684
2745,0.272684
2746,0.270282
2747,0.253342
2748,0.277073
2749,0.266390
2750,0.276625
2751,0.256393
2752,0.262972
2753,0.272538
2754,0.271122
2755,0.266608
2756,0.262195
2757,0.250622
2758,0.262003
2759,0.268734
2760,0.269306
2761,0.265809
2762,0.267159
2763,0.255110
2764,0.270039
2765,0.263001
2766,0.268502
2767,0.271979
2768,0.267596
2769,0.272524
2770,0.271780
2771,0.269433
2772,0.262807
2773,0.264759
2774,0.263477
2775,0.269058
2776,0.266281
2777,0.268016
2778,0.268184
2779,0.280603
2780,0.269549
2781,0.264639
2782,0.271579
2783,0.275531
2784,0.274776
2785,0.262602
2786,0.272534
2787,0.268714
2788,0.254656
2789,0.261344
2790,0.269188
2791,0.265920
2792,0.267471
2793,0.257462
2794,0.261501
2795,0.272670
2796,0.267984
2797,0.267014
2798,0.264416
2799,0.267050
2800,0.252149
2801,0.272104
2802,0.266153
2803,0.267501
2804,0.271611
2805,0.258050
2806,0.265944
2807,0.267268
2808,0.259969
2809,0.282282
2810,0.272613
2811,0.274409
2812,0.261368
2813,0.271395
2814,0.270834
2815,0.264933
2816,0.266088
2817,0.260901
2818,0.266270
2819,0.272337
2820,0.276661
2821,0.259781
2822,0.276210
2823,0.250990
2824,0.272387
2825,0.273100
2826,0.271438
2827,0.269296
2828,0.263570
2829,0.258533
2830,0.263262
2831,0.269375
2832,0.266013
2833,0.264193
2834,0.276811
2835,0.263794
2836,0.276573
2837,0.273464
2838,0.264826
2839,0.265461
2840,0.265199
2841,0.264963
2842,0.267894
2843,0.269021
2844,0.257012
2845,0.269031
2846,0.264426
2847,0.263628
2848,0.272844
2849,0.263949
2850,0.265836
2851,0.254910
2852,0.269266
2853,0.253563
2854,0.269901
2855,0.267818
2856,0.275001
2857,0.264400
2858,0.269662
2859,0.253762
2860,0.277065
2861,0.264870
2862,0.259088
2863,0.268201
2864,0.265478
2865,0.263015
2866,0.262378
2867,0.266949
2868,0.256877
2869,0.274294
2870,0.265009
2871,0.257608
2872,0.263118
2873,0.262400
2874,0.266247
2875,0.267697
2876,0.258027
2877,0.268851
2878,0.254662
2879,0.263364
2880,0.265234
2881,0.271302
2882,0.264195
2883,0.264793
2884,0.275815
2885,0.271231
2886,0.279766
2887,0.270193
2888,0.260202
2889,0.257432
2890,0.270031
2891,0.265393
2892,0.252647
2893,0.265835
2894,0.275189
2895,0.269153
2896,0.262455
2897,0.283163
2898,0.266350
2899,0.269643
2900,0.265976
2901,0.261766
2902,0.261257
2903,0.258287
2904,0.269167
2905,0.273319
2906,0.270765
2907,0.266589
2908,0.272789
2909,0.272124
2910,0.275389
2911,0.264056
2912,0.281734
2913,0.276786
2914,0.262591
2915,0.261705
2916,0.277886
2917,0.275754
2918,0.261334
2919,0.270770
2920,0.266881
2921,0.259301
2922,0.264259
2923,0.268612
2924,0.272269
2925,0.265018
2926,0.251594
2927,0.264436
2928,0.274939
2929,0.273810
2930,0.270109
2931,0.265677
2932,0.263788
2933,0.262387
2934,0.276610
2935,0.259888
2936,0.273978
2937,0.268690
2938,0.270856
2939,0.255877
2940,0.270187
2941,0.258045
2942,0.271656
2943,0.268796
2944,0.264417
2945,0.278327
2946,0.266948
2947,0.268331
2948,0.271410
2949,0.275372
2950,0.279746
2951,0.268284
2952,0.269394
2953,0.269825
2954,0.260143
2955,0.267223
2956,0.262569
2957,0.264221
2958,0.271736
2959,0.262936
2960,0.262215
2961,0.269589
2962,0.267904
2963,0.275790
2964,0.269936
2965,0.253139
2966,0.260384
2967,0.267593
2968,0.273523
2969,0.273364
2970,0.265798
2971,0.270073
2972,0.265673
2973,0.262744
2974,0.280352
2975,0.256334
2976,0.272109
2977,0.254563
2978,0.273071
2979,0.276249
2980,0.260836
2981,0.257723
2982,0.263654
2983,0.271237
2984,0.259218
2985,0.273436
2986,0.264911
2987,0.260221
2988,0.261121
2989,0.282949
2990,0.262131
2991,0.265974
2992,0.264732
2993,0.261968
2994,0.269480
2995,0.264925
2996,0.275131
2997,0.284006
2998,0.278213
2999,0.264190
3000,0.268746
3001,0.260565
3002,0.264062
3003,0.272910
3004,0.257153
3005,0.261132
3006,0.271539
3007,0.276701
3008,0.270491
3009,0.253700
3010,0.265782
3011,0.260246
3012,0.266833
3013,0.258856
3014,0.275479
3015,0.272827
3016,0.272744
3017,0.251621
3018,0.269618
3019,0.257427
3020,0.272860
3021,0.262002
3022,0.267343
3023,0.269111
3024,0.265604
3025,0.261340
3026,0.253534
3027,0.273886
3028,0.271563
3029,0.276771
3030,0.270441
3031,0.265615
3032,0.260789
3033,0.279440
3034,0.277164
3035,0.266752
3036,0.263518
3037,0.270776
3038,0.259691
3039,0.277462
3040,0.259809
3041,0.266353
3042,0.253171
3043,0.270485
3044,0.264389
3045,0.270341
3046,0.265610
3047,0.276207
3048,0.257003
3049,0.272671
3050,0.273726
3051,0.266922
3052,0.267351
3053,0.271013
3054,0.256567
3055,0.270968
3056,0.258541
3057,0.272025
3058,0.267408
3059,0.268490
3060,0.268088
3061,0.259586
3062,0.276494
3063,0.276392
3064,0.249097
3065,0.266075
3066,0.265607
3067,0.256484
3068,0.261779
3069,0.263875
3070,0.256608
3071,0.262661
3072,0.261924
3073,0.269156
3074,0.271332
3075,0.268744
3076,0.272579
3077,0.261851
3078,0.271688
3079,0.253831
3080,0.269397
3081,0.268046
3082,0.267816
3083,0.260808
3084,0.271580
3085,0.261571
3086,0.272886
3087,0.272602
3088,0.266136
3089,0.261242
3090,0.261767
3091,0.267387
3092,0.275098
3093,0.254227
3094,0.272449
3095,0.270991
3096,0.281013
3097,0.271404
3098,0.260738
3099,0.273999
3100,0.261327
3101,0.265436
3102,0.273452
3103,0.257100
3104,0.259930
3105,0.255266
3106,0.262022
3107,0.271062
3108,0.273409
3109,0.270280
3110,0.261934
3111,0.265399
3112,0.279950
3113,0.268984
3114,0.269543
3115,0.267418
3116,0.257792
3117,0.273824
3118,0.266341
3119,0.275342
3120,0.265474
3121,0.266635
3122,0.271321
3123,0.265246
3124,0.272485
3125,0.259419
3126,0.266490
3127,0.258283
3128,0.274451
3129,0.264148
3130,0.265313
3131,0.263117
3132,0.264628
3133,0.266188
3134,0.265317
3135,0.257724
3136,0.259993
3137,0.257823
3138,0.267491
3139,0.264488
3140,0.267203
3141,0.261053
3142,0.263540
3143,0.283207
3144,0.264039
3145,0.271537
3146,0.278598
3147,0.269160
3148,0.256859
3149,0.268046
3150,0.264910
3151,0.263433
3152,0.270911
3153,0.268505
3154,0.268358
3155,0.271505
3156,0.261609
3157,0.263541
3158,0.269562
3159,0.271327
3160,0.276569
3161,0.257407
3162,0.263640
3163,0.258370
3164,0.262046
3165,0.271291
3166,0.263395
3167,0.271155
3168,0.274077
3169,0.263451
3170,0.277037
3171,0.262137
3172,0.270904
3173,0.267136
3174,0.260662
3175,0.266294
3176,0.262960
3177,0.267293
3178,0.273749
3179,0.270345
3180,0.270148
3181,0.254626
3182,0.268381
3183,0.269655
3184,0.268225
3185,0.276718
3186,0.270734
3187,0.261928
3188,0.269619
3189,0.268162
3190,0.279442
3191,0.268578
3192,0.266269
3193,0.261329
3194,0.265486
3195,0.272161
3196,0.267925
3197,0.263533
3198,0.264999
3199,0.256607
3200,0.267205
3201,0.268165
3202,0.266835
3203,0.264289
3204,0.264156
3205,0.268690
3206,0.266466
3207,0.267353
3208,0.265995
3209,0.259032
3210,0.261039
3211,0.273909
3212,0.264248
3213,0.268113
3214,0.261199
3215,0.271877
3216,0.269337
3217,0.264783
3218,0.266233
3219,0.278320
3220,0.272115
3221,0.276115
3222,0.276710
3223,0.263456
3224,0.259791
3225,0.265020
3226,0.269930
3227,0.268807
3228,0.261869
3229,0.276091
3230,0.263150
3231,0.267344
3232,0.271982
3233,0.279039
3234,0.258711
3235,0.263517
3236,0.266963
3237,0.260276
3238,0.270523
3239,0.259772
3240,0.268617
3241,0.267770
3242,0.272104
3243,0.262238
3244,0.267678
3245,0.263601
3246,0.264825
3247,0.259153
3248,0.276440
3249,0.254490
3250,0.274705
3251,0.274643
3252,0.279170
3253,0.267964
3254,0.259634
3255,0.273106
3256,0.262004
3257,0.263733
3258,0.267910
3259,0.276203
3260,0.267535
3261,0.263574
3262,0.250518
3263,0.263859
3264,0.272980
3265,0.280389
3266,0.269015
3267,0.271475
3268,0.268076
3269,0.265138
3270,0.264041
3271,0.259760
3272,0.269432
3273,0.251409
3274,0.271161
3275,0.267453
3276,0.264649
3277,0.268753
3278,0.281151
3279,0.262513
3280,0.265784
3281,0.272201
3282,0.266127
3283,0.273325
3284,0.272243
3285,0.259655
3286,0.264252
3287,0.259715
3288,0.261912
3289,0.261240
3290,0.257896
3291,0.255139
3292,0.269717
3293,0.273112
3294,0.265891
3295,0.273818
3296,0.267727
3297,0.250810
3298,0.266147
3299,0.267950
3300,0.264110
3301,0.265383
3302,0.273111
3303,0.268130
3304,0.265049
3305,0.261589
3306,0.267317
3307,0.270906
3308,0.274804
3309,0.267938
3310,0.265253
3311,0.272697
3312,0.274865
3313,0.265285
3314,0.265717
3315,0.266717
3316,0.262037
3317,0.267758
3318,0.270587
3319,0.260908
3320,0.282497
3321,0.269817
3322,0.276353
3323,0.269678
3324,0.264236
3325,0.264489
3326,0.268441
3327,0.264382
3328,0.275354
3329,0.269406
3330,0.266529
3331,0.258137
3332,0.268824
3333,0.261783
3334,0.265734
3335,0.270119
3336,0.270762
3337,0.257760
3338,0.274860
3339,0.265032
3340,0.268190
3341,0.259448
3342,0.265915
3343,0.264703
3344,0.256802
3345,0.263934
3346,0.260444
3347,0.268004
3348,0.266359
3349,0.260983
3350,0.268847
3351,0.275212
3352,0.273941
3353,0.279955
3354,0.272686
3355,0.267919
3356,0.269109
3357,0.271685
3358,0.265981
3359,0.263217
3360,0.262449
3361,0.264598
3362,0.253354
3363,0.264573
3364,0.257436
3365,0.267207
3366,0.264213
3367,0.257019
3368,0.255797
3369,0.279378
3370,0.261990
3371,0.271076
3372,0.265540
3373,0.276636
3374,0.267576
3375,0.256227
3376,0.265617
3377,0.268338
3378,0.271099
3379,0.270615
3380,0.261713
3381,0.278840
3382,0.264312
3383,0.260873
3384,0.265538
3385,0.265089
3386,0.269169
3387,0.265345
3388,0.263825
3389,0.268563
3390,0.275931
3391,0.265640
3392,0.262410
3393,0.253952
3394,0.277341
3395,0.262810
3396,0.269317
3397,0.268255
3398,0.258401
3399,0.267047
3400,0.269191
3401,0.270429
3402,0.275786
3403,0.264074
3404,0.264605
3405,0.266418
3406,0.264622
3407,0.248654
3408,0.258107
3409,0.267028
3410,0.271359
3411,0.268645
3412,0.268442
3413,0.269922
3414,0.267138
3415,0.265038
3416,0.271972
3417,0.280526
3418,0.257479
3419,0.271084
3420,0.266563
3421,0.265862
3422,0.267791
3423,0.269843
3424,0.251725
3425,0.263588
3426,0.275482
3427,0.267692
3428,0.266070
3429,0.276813
3430,0.263750
3431,0.270644
3432,0.273283
3433,0.270553
3434,0.263972
3435,0.258366
3436,0.264442
3437,0.254885
3438,0.263314
3439,0.267991
3440,0.263048
3441,0.260229
3442,0.263623
3443,0.270929
3444,0.263224
3445,0.267036
3446,0.266407
3447,0.254409
3448,0.268409
3449,0.265675
3450,0.266158
3451,0.259610
3452,0.259186
3453,0.266946
3454,0.255163
3455,0.266951
3456,0.268516
3457,0.263410
3458,0.257478
3459,0.265931
3460,0.261943
3461,0.261843
3462,0.269678
3463,0.269517
3464,0.274159
3465,0.258749
3466,0.270778
3467,0.270154
3468,0.273590
3469,0.262750
3470,0.266567
3471,0.272874
3472,0.268276
3473,0.276822
3474,0.267947
3475,0.269165
3476,0.264551
3477,0.272946
3478,0.272270
3479,0.258626
3480,0.268638
3481,0.264165
3482,0.263136
3483,0.263911
3484,0.270536
3485,0.267260
3486,0.272171
3487,0.273404
3488,0.265617
3489,0.264035
3490,0.261470
3491,0.265133
3492,0.258112
3493,0.265066
3494,0.263804
3495,0.274724
3496,0.278640
3497,0.263766
3498,0.268600
3499,0.266521
3500,0.271460
3501,0.271105
3502,0.264362
3503,0.260311
3504,0.259281
3505,0.266340
3506,0.259237
3507,0.267043
3508,0.272819
3509,0.267390
3510,0.260448
3511,0.274710
3512,0.261489
3513,0.277659
3514,0.267336
3515,0.258190
3516,0.272141
3517,0.265676
3518,0.269826
3519,0.255986
3520,0.248507
3521,0.252566
3522,0.257570
3523,0.272783
3524,0.270526
3525,0.270228
3526,0.264245
3527,0.253650
3528,0.266285
3529,0.275967
3530,0.269112
3531,0.268588
3532,0.265427
3533,0.264308
3534,0.261928
3535,0.275543
3536,0.268302
3537,0.256568
3538,0.265161
3539,0.268010
3540,0.270348
3541,0.270653
3542,0.261139
3543,0.272869
3544,0.260842
3545,0.265350
3546,0.261979
3547,0.265460
3548,0.256841
3549,0.273374
3550,0.260907
3551,0.265420
3552,0.264011
3553,0.260514
3554,0.273388
3555,0.280717
3556,0.271007
3557,0.259697
3558,0.270972
3559,0.260927
3560,0.274434
3561,0.254344
3562,0.271348
3563,0.259648
3564,0.274713
3565,0.257957
3566,0.269759
3567,0.266561
3568,0.268402
3569,0.266470
3570,0.267377
3571,0.258337
3572,0.256965
3573,0.264949
3574,0.272754
3575,0.265211
3576,0.264792
3577,0.258927
3578,0.276320
3579,0.271265
3580,0.273128
3581,0.265757
3582,0.270338
3583,0.270911
3584,0.272966
3585,0.261471
3586,0.261389
3587,0.275172
3588,0.261956
3589,0.263331
3590,0.257181
3591,0.259748
3592,0.266061
3593,0.266669
3594,0.271743
3595,0.267466
3596,0.262101
3597,0.260109
3598,0.276358
3599,0.270277
3600,0.265855
3601,0.276641
3602,0.264159
3603,0.257653
3604,0.258282
3605,0.270526
