n,P_approx_2(2.3.n)
5357,0.268807
5358,0.266517
5359,0.266094
5360,0.261940
5361,0.274949
5362,0.269489
5363,0.269625
5364,0.280574
5365,0.263374
5366,0.268170
5367,0.259922
5368,0.258010
5369,0.266903
5370,0.269088
5371,0.267920
5372,0.279784
5373,0.271543
5374,0.264421
5375,0.271442
5376,0.258185
5377,0.271899
5378,0.270919
5379,0.262874
5380,0.259851
5381,0.267051
5382,0.267744
5383,0.267137
5384,0.278232
5385,0.256082
5386,0.266988
5387,0.261556
5388,0.267261
5389,0.264613
5390,0.254174
5391,0.262660
5392,0.268546
5393,0.262748
5394,0.263812
5395,0.258202
5396,0.267050
5397,0.270335
5398,0.262505
5399,0.267827
5400,0.278519
5401,0.254953
5402,0.260089
5403,0.261706
5404,0.262398
5405,0.262165
5406,0.264706
5407,0.275384
5408,0.268121
5409,0.269736
5410,0.260813
5411,0.267788
5412,0.254065
5413,0.270829
5414,0.264684
5415,0.262050
5416,0.271603
5417,0.267676
5418,0.272056
5419,0.265732
5420,0.277860
5421,0.267847
5422,0.272962
5423,0.273834
5424,0.258112
5425,0.268756
5426,0.260413
5427,0.257232
5428,0.272660
5429,0.267268
5430,0.264088
5431,0.260541
5432,0.263807
5433,0.266335
5434,0.266286
5435,0.274701
5436,0.265636
5437,0.261725
5438,0.269768
5439,0.263468
5440,0.268566
5441,0.266863
5442,0.265895
5443,0.275216
5444,0.266165
5445,0.272727
5446,0.252479
5447,0.281439
5448,0.272577
5449,0.271242
5450,0.270459
5451,0.265456
5452,0.258621
5453,0.274161
5454,0.268427
5455,0.266361
5456,0.262280
5457,0.265897
5458,0.263466
5459,0.262685
5460,0.263370
5461,0.265885
5462,0.259795
5463,0.274025
5464,0.257321
5465,0.271729
5466,0.268935
5467,0.259740
5468,0.267557
5469,0.274639
5470,0.266728
5471,0.267958
5472,0.265351
5473,0.266764
5474,0.267263
5475,0.271233
5476,0.264792
5477,0.263648
5478,0.270354
5479,0.271947
5480,0.261314
5481,0.269111
5482,0.271069
5483,0.265548
5484,0.262400
5485,0.262899
5486,0.268319
5487,0.264443
5488,0.275875
5489,0.267080
5490,0.272313
5491,0.262065
5492,0.278587
5493,0.264883
5494,0.261376
5495,0.272793
5496,0.267103
5497,0.257959
5498,0.267734
5499,0.258592
5500,0.267818
5501,0.268497
5502,0.268811
5503,0.275123
5504,0.267078
5505,0.279382
5506,0.259353
5507,0.264391
5508,0.263617
5509,0.275912
5510,0.276951
5511,0.259481
5512,0.266691
5513,0.259750
5514,0.270947
5515,0.269084
5516,0.262872
5517,0.262280
5518,0.259514
5519,0.270339
5520,0.265761
5521,0.271509
5522,0.270011
5523,0.279920
5524,0.267017
5525,0.260271
5526,0.273435
5527,0.265424
5528,0.268994
5529,0.269488
5530,0.270705
5531,0.266860
5532,0.262111
5533,0.262245
5534,0.271594
5535,0.270280
5536,0.268967
5537,0.270002
5538,0.256591
5539,0.260697
5540,0.262455
5541,0.263851
5542,0.277698
5543,0.272957
5544,0.278680
5545,0.270875
5546,0.268662
5547,0.263025
5548,0.263518
5549,0.264192
5550,0.265766
5551,0.251486
5552,0.271073
5553,0.267423
5554,0.269355
5555,0.248605
5556,0.271058
5557,0.259133
5558,0.262684
5559,0.272711
5560,0.277698
5561,0.268477
5562,0.275800
5563,0.261909
5564,0.259885
5565,0.261995
5566,0.265900
5567,0.267469
5568,0.272989
5569,0.270246
5570,0.263375
5571,0.256148
5572,0.271357
5573,0.263233
5574,0.274848
5575,0.271211
5576,0.272776
5577,0.264838
5578,0.267838
5579,0.261875
5580,0.268459
5581,0.263394
5582,0.268721
5583,0.263837
5584,0.266297
5585,0.274127
5586,0.272467
5587,0.265617
5588,0.256621
5589,0.260512
5590,0.267084
5591,0.275085
5592,0.259835
5593,0.271589
5594,0.275652
5595,0.265952
5596,0.265726
5597,0.269430
5598,0.266881
5599,0.265940
5600,0.268929
5601,0.264774
5602,0.262228
5603,0.273068
5604,0.266060
5605,0.262266
5606,0.259365
5607,0.268058
5608,0.260699
5609,0.261901
5610,0.269162
5611,0.262698
5612,0.266215
5613,0.272225
5614,0.276095
5615,0.279252
5616,0.269765
5617,0.259569
5618,0.277857
5619,0.264816
5620,0.271886
5621,0.267924
5622,0.259338
5623,0.255380
5624,0.249644
5625,0.256356
5626,0.276929
5627,0.262484
5628,0.269012
5629,0.263990
5630,0.255417
5631,0.264251
5632,0.275923
5633,0.272146
5634,0.270323
5635,0.272227
5636,0.262598
5637,0.258648
5638,0.265874
5639,0.268665
5640,0.274113
5641,0.270874
5642,0.266749
5643,0.268474
5644,0.268249
5645,0.272276
5646,0.267623
5647,0.277847
5648,0.254958
5649,0.263586
5650,0.269558
5651,0.268094
5652,0.262739
5653,0.264638
5654,0.259462
5655,0.271618
5656,0.274399
5657,0.276648
5658,0.262460
5659,0.261354
5660,0.254770
5661,0.275040
5662,0.274638
5663,0.270175
5664,0.268891
5665,0.267961
5666,0.263855
5667,0.267514
5668,0.256175
5669,0.264773
5670,0.265785
5671,0.255510
5672,0.275388
5673,0.264763
5674,0.252203
5675,0.259912
5676,0.260571
5677,0.276731
5678,0.264178
5679,0.259553
5680,0.269366
5681,0.267206
5682,0.268919
5683,0.270280
5684,0.270056
5685,0.255233
5686,0.266796
5687,0.255671
5688,0.269691
5689,0.261733
5690,0.258875
5691,0.261290
5692,0.273717
5693,0.263481
5694,0.257991
5695,0.268481
5696,0.261763
5697,0.259259
5698,0.262197
5699,0.261976
5700,0.259649
5701,0.261884
5702,0.264995
5703,0.265299
5704,0.273317
5705,0.266082
5706,0.262005
5707,0.268267
5708,0.273476
5709,0.268173
5710,0.254641
5711,0.253721
5712,0.269083
5713,0.272536
5714,0.278964
5715,0.260367
5716,0.276767
5717,0.264125
5718,0.264603
5719,0.267879
5720,0.272552
5721,0.271631
5722,0.265117
5723,0.275555
5724,0.262753
5725,0.266201
5726,0.267726
5727,0.269426
5728,0.264141
5729,0.266190
5730,0.265969
5731,0.276392
5732,0.266923
5733,0.264085
5734,0.262993
5735,0.268875
5736,0.274233
5737,0.275754
5738,0.260718
5739,0.272870
5740,0.265854
5741,0.261627
5742,0.265413
5743,0.283476
5744,0.258357
5745,0.264056
5746,0.279499
5747,0.260136
5748,0.270007
5749,0.263872
5750,0.273913
5751,0.271953
5752,0.267559
5753,0.268903
5754,0.271116
5755,0.267593
5756,0.269979
5757,0.263853
5758,0.269191
5759,0.271054
5760,0.263194
5761,0.264190
5762,0.265533
5763,0.270866
5764,0.264920
5765,0.280486
5766,0.259279
5767,0.262355
5768,0.272712
5769,0.262090
5770,0.268111
5771,0.275862
5772,0.269751
5773,0.264680
5774,0.267406
5775,0.264935
5776,0.264197
5777,0.273671
5778,0.274663
5779,0.270981
5780,0.268858
5781,0.268639
5782,0.270149
5783,0.264741
5784,0.272994
5785,0.266379
5786,0.267542
5787,0.269224
5788,0.278507
5789,0.269822
5790,0.264076
5791,0.263858
5792,0.265366
5793,0.263939
5794,0.273041
5795,0.266437
5796,0.263458
5797,0.264275
5798,0.265436
5799,0.259010
5800,0.265345
5801,0.270988
5802,0.258704
5803,0.258659
5804,0.263439
5805,0.264255
5806,0.263865
5807,0.266575
5808,0.260847
5809,0.265450
5810,0.265749
5811,0.273619
5812,0.266173
5813,0.265268
5814,0.267114
5815,0.257954
5816,0.278198
5817,0.266117
5818,0.262977
5819,0.268603
5820,0.264605
5821,0.266964
5822,0.265373
5823,0.263266
5824,0.271463
5825,0.265923
5826,0.255922
5827,0.272696
5828,0.256692
5829,0.259050
5830,0.264494
5831,0.263077
5832,0.257716
5833,0.274301
5834,0.255228
5835,0.270780
5836,0.272276
5837,0.267775
5838,0.281261
5839,0.269224
5840,0.281164
5841,0.263996
5842,0.267374
5843,0.267157
5844,0.273443
5845,0.255774
5846,0.264283
5847,0.273474
5848,0.267955
5849,0.276287
5850,0.257094
5851,0.259443
5852,0.270506
5853,0.265676
5854,0.257089
5855,0.267122
5856,0.266393
5857,0.262421
5858,0.264595
5859,0.259771
5860,0.275768
5861,0.267702
5862,0.257421
5863,0.269828
5864,0.270293
5865,0.262404
5866,0.265598
5867,0.262485
5868,0.258691
5869,0.256943
5870,0.266780
5871,0.265713
5872,0.270266
5873,0.266474
5874,0.268301
5875,0.270468
5876,0.272975
5877,0.263570
5878,0.262845
5879,0.267392
5880,0.274660
5881,0.264241
5882,0.265216
5883,0.269930
5884,0.265976
5885,0.264231
5886,0.271831
5887,0.270766
5888,0.268173
5889,0.272882
5890,0.262309
5891,0.270922
5892,0.263408
5893,0.260309
5894,0.270954
5895,0.266327
5896,0.279512
5897,0.272681
5898,0.259410
5899,0.267672
5900,0.268983
5901,0.266565
5902,0.259404
5903,0.262070
5904,0.265413
5905,0.266215
5906,0.273281
5907,0.260708
5908,0.272681
5909,0.268743
5910,0.265821
5911,0.265606
5912,0.275710
5913,0.258752
5914,0.260906
5915,0.270330
5916,0.275862
5917,0.266858
5918,0.257013
5919,0.280622
5920,0.274324
5921,0.270394
5922,0.272205
5923,0.263549
5924,0.264686
5925,0.254515
5926,0.263584
5927,0.270289
5928,0.265857
5929,0.263788
5930,0.263238
5931,0.266734
5932,0.268038
5933,0.257543
5934,0.265757
5935,0.268576
5936,0.278807
5937,0.272023
5938,0.263557
5939,0.271426
5940,0.268687
5941,0.262077
5942,0.257321
5943,0.261148
5944,0.258917
5945,0.267620
5946,0.269593
5947,0.265848
5948,0.270007
5949,0.269289
5950,0.272269
5951,0.271551
5952,0.269153
5953,0.268436
5954,0.269903
5955,0.266331
5956,0.260578
5957,0.271445
5958,0.269218
5959,0.274543
5960,0.264597
5961,0.266902
5962,0.264173
5963,0.261446
5964,0.271127
5965,0.272087
5966,0.260811
5967,0.275515
5968,0.267761
5969,0.266879
5970,0.259296
5971,0.275498
5972,0.263396
5973,0.267370
5974,0.272179
5975,0.259079
5976,0.273762
5977,0.265518
5978,0.269154
5979,0.271952
5980,0.271739
5981,0.272362
5982,0.257439
5983,0.253050
5984,0.260528
5985,0.264327
5986,0.260274
5987,0.272591
5988,0.276553
5989,0.262147
5990,0.269282
5991,0.265899
5992,0.259846
5993,0.266311
5994,0.265599
5995,0.275229
5996,0.271681
5997,0.272970
5998,0.269423
5999,0.271545
6000,0.271333
6001,0.270122
6002,0.261746
6003,0.274696
6004,0.273817
6005,0.262448
6006,0.277889
6007,0.268687
6008,0.266811
6009,0.265934
6010,0.257571
6011,0.268674
6012,0.266633
6013,0.253783
6014,0.257898
6015,0.272485
6016,0.267786
6017,0.276882
6018,0.267198
6019,0.263167
6020,0.277741
6021,0.275868
6022,0.265028
6023,0.262162
6024,0.270418
6025,0.263734
6026,0.267839
6027,0.263315
6028,0.269575
6029,0.261735
6030,0.267993
6031,0.255513
6032,0.281167
6033,0.268689
6034,0.271959
6035,0.261972
6036,0.271040
6037,0.258241
6038,0.266976
6039,0.269250
6040,0.265728
6041,0.265022
6042,0.268123
6043,0.271057
6044,0.265884
6045,0.274607
6046,0.268111
6047,0.269886
6048,0.263558
6049,0.266656
6050,0.270579
6051,0.270038
6052,0.253800
6053,0.267966
6054,0.274034
6055,0.269860
6056,0.266347
6057,0.267789
6058,0.259161
6059,0.262585
6060,0.268812
6061,0.269098
6062,0.267898
6063,0.263236
6064,0.268305
6065,0.266117
6066,0.265249
6067,0.272952
6068,0.266809
6069,0.265283
6070,0.263262
6071,0.270301
6072,0.263669
6073,0.267248
6074,0.267698
6075,0.270617
6076,0.273041
6077,0.271022
6078,0.271964
6079,0.252344
6080,0.273355
6081,0.262128
6082,0.265373
6083,0.264508
6084,0.265450
6085,0.271980
6086,0.256326
6087,0.268441
6088,0.270861
6089,0.272787
6090,0.268966
6091,0.270563
6092,0.263132
6093,0.268833
6094,0.269774
6095,0.270878
6096,0.263944
6097,0.264556
6098,0.252870
6099,0.259223
6100,0.267705
6101,0.265202
6102,0.254179
6103,0.265116
6104,0.266055
6105,0.258640
6106,0.263184
6107,0.269691
6108,0.267518
6109,0.256670
6110,0.269885
6111,0.268205
6112,0.268979
6113,0.263210
6114,0.275761
6115,0.267866
6116,0.259974
6117,0.267778
6118,0.262341
6119,0.273901
6120,0.275654
6121,0.261885
6122,0.258739
6123,0.263923
6124,0.272861
6125,0.264816
6126,0.262977
6127,0.263914
6128,0.275783
6129,0.267254
6130,0.272268
6131,0.266351
6132,0.267613
6133,0.259416
6134,0.271764
6135,0.270579
6136,0.271023
6137,0.277660
6138,0.262463
6139,0.267796
6140,0.269218
6141,0.262824
6142,0.280690
6143,0.263389
6144,0.269206
6145,0.259561
6146,0.264400
6147,0.270864
6148,0.267892
6149,0.259717
6150,0.267317
6151,0.265973
6152,0.265930
6153,0.258898
6154,0.260806
6155,0.264663
6156,0.272904
6157,0.261166
6158,0.261124
6159,0.263030
6160,0.274513
6161,0.272196
6162,0.270854
6163,0.264968
6164,0.261681
6165,0.262612
6166,0.273273
6167,0.269175
6168,0.258593
6169,0.266170
6170,0.259643
6171,0.257495
6172,0.276896
6173,0.264053
6174,0.276482
6175,0.268826
6176,0.257448
6177,0.266311
6178,0.274361
6179,0.272374
6180,0.261489
6181,0.276492
6182,0.276933
6183,0.269287
6184,0.258247
6185,0.258205
6186,0.263175
6187,0.263779
6188,0.263736
6189,0.264825
6190,0.275444
6191,0.262478
6192,0.259044
6193,0.269013
6194,0.267194
6195,0.261017
6196,0.268560
6197,0.272390
6198,0.266215
6199,0.259558
6200,0.267258
6201,0.266086
6202,0.265398
6203,0.257295
6204,0.269181
6205,0.263336
6206,0.270706
6207,0.271629
6208,0.267880
6209,0.268159
6210,0.270048
6211,0.257929
6212,0.260625
6213,0.264285
6214,0.261023
6215,0.270957
6216,0.266409
6217,0.264436
6218,0.266324
6219,0.255829
6220,0.261736
6221,0.271500
6222,0.266474
6223,0.268038
6224,0.264139
6225,0.265703
6226,0.259878
6227,0.268348
6228,0.260918
6229,0.267940
6230,0.260514
6231,0.254052
6232,0.275193
6233,0.266164
6234,0.280237
6235,0.271852
6236,0.265234
6237,0.267116
6238,0.263546
6239,0.262382
6240,0.263942
6241,0.270630
6242,0.258571
6243,0.264456
6244,0.266656
6245,0.269496
6246,0.275056
6247,0.262206
6248,0.261524
6249,0.274924
6250,0.256800
6251,0.264118
6252,0.261356
6253,0.273789
6254,0.260313
6255,0.275939
6256,0.259751
6257,0.261467
6258,0.259188
6259,0.270650
6260,0.273642
6261,0.265133
6262,0.272756
6263,0.273032
6264,0.271552
6265,0.273583
6266,0.269071
6267,0.264560
6268,0.271538
6269,0.274366
6270,0.264912
6271,0.272684
6272,0.270727
6273,0.263989
6274,0.262193
6275,0.273944
6276,0.264500
6277,0.269078
6278,0.272698
6279,0.267718
6280,0.266401
6281,0.264608
6282,0.262496
6283,0.261022
6284,0.269733
6285,0.269053
6286,0.258988
6287,0.280579
6288,0.265108
6289,0.273334
6290,0.260413
6291,0.268797
6292,0.259059
6293,0.269506
6294,0.266762
6295,0.270532
6296,0.263183
6297,0.273464
6298,0.274373
6299,0.271154
6300,0.276667
6301,0.264720
6302,0.270708
6303,0.278280
6304,0.269511
6305,0.273751
6306,0.271963
6307,0.273030
6308,0.262524
6309,0.257093
6310,0.262282
6311,0.264300
6312,0.267427
6313,0.274196
6314,0.273202
6315,0.260966
6316,0.272324
6317,0.259775
6318,0.264641
6319,0.279158
6320,0.269778
6321,0.264357
6322,0.264473
6323,0.263799
6324,0.266920
6325,0.265613
6326,0.269206
6327,0.283073
6328,0.264697
6329,0.271607
6330,0.267615
6331,0.264255
6332,0.266425
6333,0.264803
6334,0.261604
6335,0.265193
6336,0.268624
6337,0.271106
6338,0.273903
6339,0.260136
6340,0.262776
6341,0.272512
6342,0.270104
6343,0.265332
6344,0.267339
6345,0.269031
6346,0.266625
6347,0.255711
6348,0.268746
6349,0.281147
6350,0.259370
6351,0.261849
6352,0.268262
6353,0.266960
6354,0.272584
6355,0.256334
6356,0.265261
6357,0.274029
6358,0.260931
6359,0.267338
6360,0.266824
6361,0.273227
6362,0.272713
6363,0.264655
6364,0.272313
6365,0.268971
6366,0.260446
6367,0.266531
6368,0.263348
6369,0.270372
6370,0.262637
6371,0.269816
6372,0.260515
6373,0.270046
6374,0.263414
6375,0.265098
6376,0.267409
6377,0.264231
6378,0.270461
6379,0.271046
6380,0.265361
6381,0.258110
6382,0.264494
6383,0.272286
6384,0.265194
6385,0.263273
6386,0.262136
6387,0.264287
6388,0.270820
6389,0.264048
6390,0.265258
6391,0.260366
6392,0.258761
6393,0.274206
6394,0.269159
6395,0.262705
6396,0.268136
6397,0.271690
6398,0.264614
6399,0.267386
6400,0.271875
6401,0.259647
6402,0.263668
6403,0.259097
6404,0.277171
6405,0.262451
6406,0.270215
6407,0.265023
6408,0.259675
6409,0.268373
6410,0.265055
6411,0.266885
6412,0.274017
6413,0.274443
6414,0.262083
6415,0.265783
6416,0.266677
6417,0.261960
6418,0.273917
6419,0.268889
6420,0.269315
6421,0.268494
6422,0.272812
6423,0.270746
6424,0.269614
6425,0.272374
6426,0.266262
6427,0.267621
6428,0.267424
6429,0.267849
6430,0.267807
6431,0.260613
6432,0.269434
6433,0.265506
6434,0.263910
6435,0.279720
6436,0.264139
6437,0.264409
6438,0.265300
6439,0.268675
6440,0.273758
6441,0.262847
6442,0.262341
6443,0.267888
6444,0.265673
6445,0.271373
6446,0.264815
6447,0.266481
6448,0.268921
6449,0.279888
6450,0.270853
6451,0.270036
6452,0.259299
6453,0.261894
6454,0.272544
6455,0.262742
6456,0.281134
6457,0.271488
6458,0.264323
6459,0.263353
6460,0.263622
6461,0.259248
6462,0.273135
6463,0.266440
6464,0.266244
6465,0.268059
6466,0.269100
6467,0.267048
6468,0.269635
6469,0.259236
6470,0.258114
6471,0.259774
6472,0.271632
6473,0.265719
6474,0.264906
6475,0.272587
6476,0.264670
6477,0.265092
6478,0.259957
6479,0.259454
6480,0.271759
6481,0.266780
6482,0.267047
6483,0.268394
6484,0.275139
6485,0.268157
6486,0.267962
6487,0.267766
6488,0.261560
6489,0.263061
6490,0.271186
6491,0.264212
6492,0.268484
6493,0.262436
6494,0.271789
6495,0.267129
6496,0.261084
6497,0.272126
6498,0.269929
6499,0.263271
6500,0.273846
6501,0.271189
6502,0.274839
6503,0.262033
6504,0.264606
6505,0.263336
6506,0.278205
6507,0.263101
6508,0.271051
6509,0.268705
6510,0.265745
6511,0.266933
6512,0.257678
6513,0.267926
6514,0.266349
6515,0.266155
6516,0.257673
6517,0.264385
6518,0.270021
6519,0.264765
6520,0.264724
6521,0.260543
6522,0.259583
6523,0.275947
6524,0.264868
6525,0.272031
6526,0.276892
6527,0.274705
6528,0.267923
6529,0.263287
6530,0.272435
6531,0.268872
6532,0.261482
6533,0.264197
6534,0.267218
6535,0.269319
6536,0.259333
6537,0.262659
6538,0.268431
6539,0.280777
6540,0.268807
6541,0.271824
6542,0.263681
6543,0.265780
6544,0.266504
6545,0.263713
6546,0.272533
6547,0.261036
6548,0.272297
6549,0.279890
6550,0.262290
6551,0.270646
6552,0.268315
6553,0.254845
6554,0.265182
6555,0.264989
6556,0.266321
6557,0.275431
6558,0.266545
6559,0.271383
6560,0.263567
6561,0.264594
6562,0.261658
6563,0.269084
6564,0.273309
6565,0.256359
6566,0.261956
6567,0.268920
6568,0.271772
6569,0.269447
6570,0.269711
6571,0.268452
6572,0.261564
6573,0.270957
6574,0.259203
6575,0.254297
6576,0.267336
6577,0.266991
6578,0.266646
6579,0.272230
6580,0.266261
6581,0.278985
6582,0.269675
6583,0.266900
6584,0.267315
6585,0.257099
6586,0.254479
6587,0.257629
6588,0.272617
6589,0.259523
6590,0.267527
6591,0.263845
6592,0.263198
6593,0.261793
6594,0.267213
6595,0.260500
6596,0.263341
6597,0.266788
6598,0.270537
6599,0.273072
6600,0.263788
6601,0.272837
6602,0.266283
6603,0.270029
6604,0.260297
6605,0.264799
6606,0.264002
6607,0.272590
6608,0.270732
6609,0.270238
6610,0.267020
6611,0.261231
6612,0.263612
6613,0.271889
6614,0.259601
6615,0.273923
6616,0.264661
6617,0.252078
6618,0.267906
6619,0.265901
6620,0.266314
6621,0.256004
6622,0.265479
6623,0.266043
6624,0.269626
6625,0.270792
6626,0.266224
6627,0.274936
6628,0.270821
6629,0.268065
6630,0.255958
6631,0.266476
6632,0.265832
6633,0.255842
6634,0.268767
6635,0.265863
6636,0.262809
6637,0.266235
6638,0.271769
6639,0.262238
6640,0.267319
6641,0.258997
6642,0.263023
6643,0.267500
6644,0.264750
6645,0.266667
6646,0.271893
6647,0.268843
6648,0.270608
6649,0.274628
6650,0.257744
6651,0.267028
6652,0.268791
6653,0.266797
6654,0.257740
6655,0.263862
6656,0.273588
6657,0.264684
6658,0.275909
6659,0.271362
6660,0.262312
6661,0.262423
6662,0.259382
6663,0.259943
6664,0.256603
6665,0.267367
6666,0.261626
6667,0.267737
6668,0.259598
6669,0.264507
6670,0.270765
6671,0.260681
6672,0.272632
6673,0.273190
6674,0.266107
6675,0.274007
6676,0.273517
6677,0.264939
6678,0.269542
6679,0.272047
6680,0.262126
6681,0.262985
6682,0.273720
6683,0.269041
6684,0.274985
6685,0.266417
6686,0.270715
6687,0.263646
6688,0.264205
6689,0.267155
6690,0.266517
6691,0.266178
6692,0.263598
6693,0.264754
6694,0.264416
6695,0.262136
6696,0.275090
6697,0.266836
6698,0.257540
6699,0.276161
6700,0.270746
6701,0.270557
6702,0.269770
6703,0.264807
6704,0.267452
6705,0.267114
6706,0.268416
6707,0.267034
6708,0.261032
6709,0.269340
6710,0.267511
6711,0.267173
6712,0.262813
6713,0.269477
6714,0.259607
6715,0.267759
6716,0.265337
6717,0.269317
6718,0.262429
6719,0.263432
6720,0.260417
6721,0.266032
6722,0.265992
6723,0.270712
6724,0.269780
6725,0.264238
6726,0.265388
6727,0.265200
6728,0.275416
6729,0.260366
6730,0.261813
6731,0.264894
6732,0.273470
6733,0.262736
6734,0.263142
6735,0.262064
6736,0.274792
6737,0.264806
6738,0.263877
6739,0.273779
6740,0.264837
6741,0.264056
6742,0.265796
6743,0.271096
6744,0.262900
6745,0.264047
6746,0.267418
6747,0.265303
6748,0.264671
6749,0.265965
6750,0.262815
6751,0.255370
6752,0.263922
6753,0.260181
6754,0.266953
6755,0.258327
6756,0.260361
6757,0.277342
6758,0.275229
6759,0.263796
6760,0.270266
6761,0.268304
6762,0.271961
6763,0.266746
6764,0.267002
6765,0.262676
6766,0.266184
6767,0.266736
6768,0.263446
6769,0.267691
6770,0.258346
6771,0.265249
6772,0.267572
6773,0.266647
6774,0.272365
6775,0.265092
6776,0.270218
6777,0.277261
6778,0.260549
6779,0.268329
6780,0.258260
6781,0.273411
6782,0.270864
6783,0.267876
6784,0.261940
6785,0.258217
6786,0.267610
6787,0.268012
6788,0.268562
6789,0.264840
6790,0.270103
6791,0.263437
6792,0.267373
6793,0.267923
6794,0.273477
6795,0.271229
6796,0.274720
6797,0.272032
6798,0.270815
6799,0.267834
6800,0.267941
6801,0.259962
6802,0.255366
6803,0.261061
6804,0.266314
6805,0.270096
6806,0.262856
6807,0.272073
6808,0.279524
6809,0.271552
6810,0.271072
6811,0.269123
6812,0.265561
6813,0.269632
6814,0.261520
6815,0.266764
6816,0.264085
6817,0.267566
6818,0.265474
6819,0.273207
6820,0.267595
6821,0.272541
6822,0.272208
6823,0.271581
6824,0.271835
6825,0.262418
6826,0.266042
6827,0.265417
6828,0.268453
6829,0.271050
6830,0.259883
6831,0.269360
6832,0.272248
6833,0.265623
6834,0.264706
6835,0.265545
6836,0.266238
6837,0.263712
6838,0.264697
6839,0.256763
6840,0.267251
6841,0.268820
6842,0.263227
6843,0.271372
6844,0.264027
6845,0.268225
6846,0.271691
6847,0.266832
6848,0.261536
6849,0.261790
6850,0.273869
6851,0.267698
6852,0.269119
6853,0.266161
6854,0.256638
6855,0.267396
6856,0.269545
6857,0.271110
6858,0.269175
6859,0.277883
6860,0.264577
6861,0.257688
6862,0.258088
6863,0.263150
6864,0.261364
6865,0.266861
6866,0.268278
6867,0.263288
6868,0.257426
6869,0.263648
6870,0.272926
6871,0.274778
6872,0.266298
6873,0.261312
6874,0.256328
6875,0.266036
6876,0.271815
6877,0.266541
6878,0.253853
6879,0.268208
6880,0.265988
6881,0.274669
6882,0.263441
6883,0.260497
6884,0.262638
6885,0.264052
6886,0.267209
6887,0.262378
6888,0.269164
6889,0.259835
6890,0.258200
6891,0.256421
6892,0.260447
6893,0.265197
6894,0.263853
6895,0.261059
6896,0.259426
6897,0.268813
6898,0.277762
6899,0.262937
6900,0.263768
6901,0.266483
6902,0.268038
6903,0.262784
6904,0.265209
6905,0.269804
6906,0.272951
6907,0.266107
6908,0.262305
6909,0.264438
6910,0.267873
6911,0.267544
6912,0.271846
6913,0.258065
6914,0.271478
6915,0.267968
6916,0.271689
6917,0.272228
6918,0.272911
6919,0.274028
6920,0.259827
6921,0.260656
6922,0.266830
6923,0.263903
6924,0.270797
6925,0.265560
6926,0.262922
6927,0.271402
6928,0.260248
6929,0.258623
6930,0.266667
6931,0.265618
6932,0.262839
6933,0.261070
6934,0.262186
6935,0.270079
6936,0.261967
6937,0.260776
6938,0.271548
6939,0.259836
6940,0.260519
6941,0.269846
6942,0.273984
6943,0.272505
6944,0.266417
6945,0.258891
6946,0.263893
6947,0.270764
6948,0.257340
6949,0.269247
6950,0.263309
6951,0.267875
6952,0.265823
6953,0.272257
6954,0.266178
6955,0.270309
6956,0.270989
6957,0.262038
6958,0.269905
6959,0.274608
6960,0.274569
6961,0.262893
6962,0.263286
6963,0.275169
6964,0.267519
6965,0.277100
6966,0.269595
6967,0.270274
6968,0.257750
6969,0.275075
6970,0.273458
6971,0.266246
6972,0.266925
6973,0.270902
6974,0.269286
6975,0.269964
6976,0.264192
6977,0.263007
6978,0.258670
6979,0.270239
6980,0.267335
6981,0.259848
6982,0.271126
6983,0.258198
6984,0.260309
6985,0.268576
6986,0.262239
6987,0.273794
6988,0.284058
6989,0.269710
6990,0.267811
6991,0.267344
6992,0.267592
6993,0.265265
6994,0.260795
6995,0.268049
6996,0.268153
6997,0.266829
6998,0.268362
6999,0.263895
7000,0.263714
7001,0.271818
7002,0.270494
7003,0.267885
7004,0.261136
7005,0.257959
7006,0.266486
7007,0.261453
7008,0.273116
7009,0.264660
7010,0.269187
7011,0.266296
7012,0.266828
7013,0.266648
7014,0.262332
7015,0.267427
7016,0.266676
7017,0.260225
7018,0.263323
7019,0.268557
7020,0.273077
7021,0.269335
7022,0.269154
7023,0.268119
7024,0.265233
7025,0.267331
7026,0.261600
7027,0.267539
7028,0.265794
7029,0.257789
7030,0.263869
7031,0.271370
7032,0.276735
7033,0.260060
7034,0.262440
7035,0.268657
7036,0.265918
7037,0.265028
7038,0.263143
7039,0.270635
7040,0.273011
7041,0.264451
7042,0.261431
7043,0.266790
7044,0.260505
7045,0.258481
7046,0.268805
7047,0.257982
7048,0.266459
7049,0.262165
7050,0.278014
7051,0.274429
7052,0.262479
7053,0.271232
7054,0.265240
7055,0.270163
7056,0.266156
7057,0.271362
7058,0.264097
7059,0.260660
7060,0.269972
7061,0.265826
7062,0.265081
7063,0.261787
7064,0.265855
7065,0.275018
7066,0.270592
7067,0.268289
7068,0.270656
7069,0.265808
7070,0.278076
7071,0.267713
7072,0.271635
7073,0.263396
7074,0.262793
7075,0.277173
7076,0.265828
7077,0.265225
7078,0.261515
7079,0.261760
7080,0.272599
7081,0.262675
7082,0.265321
7083,0.267542
7084,0.256776
7085,0.262103
7086,0.267005
7087,0.272189
7088,0.270175
7089,0.270278
7090,0.269676
7091,0.256099
7092,0.273266
7093,0.264063
7094,0.268537
7095,0.271600
7096,0.271843
7097,0.262787
7098,0.271344
7099,0.261445
7100,0.263239
7101,0.264751
7102,0.259223
7103,0.266789
7104,0.266892
